Java 8 found at /usr/lib/jvm/java-8-openjdk/jre/bin/java
BBC started
06:18:20.148 [main] INFO de.learnlib.util.Experiment - Starting round 1
06:18:20.151 [main] INFO de.learnlib.util.Experiment - Learning
06:18:33.862 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:22:39.783 [main] INFO de.learnlib.util.Experiment - Learning
06:22:57.911 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:22:58.659 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:22:58.659 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:22:58.659 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:22:58.659 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:22:58.659 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:22:58.659 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 75.79571253769228
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 31.669208514178806
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.3843837506694
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.00323334212521
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:22:58.660 [Thread-9] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 22.59461803479458
06:22:58.661 [main] INFO de.learnlib.util.Experiment - bb ba aa ba ba ba ab aa ba ba bb bb aa ba ab
06:22:58.661 [main] INFO de.learnlib.util.Experiment - Starting round 11
06:22:58.661 [main] INFO de.learnlib.util.Experiment - Learning
06:23:02.570 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.48149441166534
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:23:03.237 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 75.79571253769228
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.40955778044602
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.3843837506694
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 30.67469771780587
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.00323334212521
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.29128239354859
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.00267960764417
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.127295757491
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:23:03.238 [Thread-10] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 60.51252871916245
06:23:03.238 [main] INFO de.learnlib.util.Experiment - aa aa ab ab ab ba aa bb bb ab bb ab ba ab bb
06:23:03.238 [main] INFO de.learnlib.util.Experiment - Starting round 12
06:23:03.238 [main] INFO de.learnlib.util.Experiment - Learning
06:23:25.665 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.48514438709097
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.74840462248662
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:23:26.372 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 75.79571253769228
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.424008257247024
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.3843837506694
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.00323334212521
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.00267960764417
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:23:26.373 [Thread-11] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 32.308038219858204
06:23:26.373 [main] INFO de.learnlib.util.Experiment - ba bb bb ab ab bb bb ba ab ba bb ba ab bb bb
06:23:26.373 [main] INFO de.learnlib.util.Experiment - Starting round 13
06:23:26.373 [main] INFO de.learnlib.util.Experiment - Learning
06:23:33.286 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:23:34.247 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 21.99684777484832
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 75.79571253769228
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.424008257247024
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.3843837506694
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.00323334212521
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.00267960764417
06:23:34.248 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:23:34.249 [Thread-12] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.63770258550723
06:23:34.249 [main] INFO de.learnlib.util.Experiment - ab ba ab ba ab ab aa ba ba bb ab ab ba ab bb
06:23:34.249 [main] INFO de.learnlib.util.Experiment - Starting round 14
06:23:34.249 [main] INFO de.learnlib.util.Experiment - Learning
06:23:49.806 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.23572108595998
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 64.41430343851422
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.733988161376004
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.95630933507327
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 75.79571253769228
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.424008257247024
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.74947210177265
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 52.53286559250358
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.91012322523345
06:23:50.544 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.150708765410926
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.81552086120895
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.96893138392683
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.3843837506694
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 29.329758131561775
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.64355727626203
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 55.418033250166275
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 58.4247041522634
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.00323334212521
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 41.76251241806712
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.00147719164356
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 42.121102957870775
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 34.00267960764417
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 43.21004182998951
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 84.11238621882823
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 79.75838498498956
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 44.870432169148486
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.851717511847795
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.75277005151632
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 50.425734053866094
06:23:50.545 [Thread-13] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 53.7490724033906
06:23:50.546 [main] INFO de.learnlib.util.Experiment - bb bb aa aa bb ab aa aa ab ba ab ab ba ba aa
06:23:50.546 [main] INFO de.learnlib.util.Experiment - Starting round 15
06:23:50.546 [main] INFO de.learnlib.util.Experiment - Learning
06:24:09.605 [main] INFO de.learnlib.util.Experiment - Searching for counterexample
06:24:10.382 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.23572108595998
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 35.340125034160465
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 45.53470425230218
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 63.505794538032646
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 48.9573387315519
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 54.56034445207595
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 38.996806183208605
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 46.20003068688226
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 59.81496032385874
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 83.98238862632982
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 47.00371388362295
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 10.477493728652775
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 56.32543465172368
06:24:10.383 [Thread-14] INFO org.group_mmm.EQSearchProblem - CEX with Robustness: 51.83173910252266
